phonemes,phoneme_onset,phoneme_offset,words,word_onset,word_offset
t,0.86,0.94,Toen,0.86,1.08
Y,0.94,1.0,Toen,0.86,1.08
n,1.0,1.08,Toen,0.86,1.08
Ei,1.08,1.14,hij,1.08,1.14
a:,1.14,1.23,aan,1.14,1.28
n,1.23,1.28,aan,1.14,1.28
@,1.28,1.32,het,1.28,1.35
d,1.32,1.35,het,1.28,1.35
k,1.35,1.43,kasteel,1.35,1.74
A,1.43,1.46,kasteel,1.35,1.74
s,1.46,1.55,kasteel,1.35,1.74
t,1.55,1.59,kasteel,1.35,1.74
e:,1.59,1.66,kasteel,1.35,1.74
l,1.66,1.74,kasteel,1.35,1.74
k,1.74,1.85,kwam,1.74,2.19
w,1.85,1.89,kwam,1.74,2.19
A,1.89,1.98,kwam,1.74,2.19
m,1.98,2.19,kwam,1.74,2.19
x,2.19,2.37,ging,2.19,2.65
I,2.37,2.6,ging,2.19,2.65
N,2.6,2.65,ging,2.19,2.65
E,2.65,2.71,het,2.65,2.75
d,2.71,2.75,het,2.65,2.75
A,2.75,2.9,alles,2.75,3.13
l,2.9,2.96,alles,2.75,3.13
@,2.96,3.0,alles,2.75,3.13
s,3.0,3.13,alles,2.75,3.13
s,3.13,3.19,zooals,3.13,3.41
u,3.19,3.23,zooals,3.13,3.41
w,3.23,3.26,zooals,3.13,3.41
A,3.26,3.29,zooals,3.13,3.41
z,3.29,3.41,zooals,3.13,3.41
@,3.41,3.45,de,3.41,3.45
v,3.45,3.55,vos,3.45,3.8
O,3.55,3.65,vos,3.45,3.8
s,3.65,3.8,vos,3.45,3.8
x,3.8,3.87,gezegd,3.8,4.24
@,3.87,3.9,gezegd,3.8,4.24
z,3.9,4.02,gezegd,3.8,4.24
E,4.02,4.06,gezegd,3.8,4.24
x,4.06,4.2,gezegd,3.8,4.24
t,4.2,4.24,gezegd,3.8,4.24
h,4.24,4.28,had,4.24,4.56
A,4.28,4.34,had,4.24,4.56
t,4.34,4.56,had,4.24,4.56
Ei,4.56,5.24,Hij,4.56,5.24
f,5.24,5.34,vond,5.24,5.48
O,5.34,5.4,vond,5.24,5.48
n,5.4,5.44,vond,5.24,5.48
d,5.44,5.48,vond,5.24,5.48
@,5.48,5.54,het,5.48,5.59
t,5.54,5.59,het,5.48,5.59
f,5.59,5.65,vertrek,5.59,6.02
@,5.65,5.75,vertrek,5.59,6.02
t,5.75,5.8,vertrek,5.59,6.02
r,5.8,5.83,vertrek,5.59,6.02
E,5.83,5.96,vertrek,5.59,6.02
k,5.96,6.02,vertrek,5.59,6.02
w,6.02,6.06,waar,6.02,6.21
@,6.06,6.1,waar,6.02,6.21
r,6.1,6.21,waar,6.02,6.21
@,6.21,6.24,de,6.21,6.24
x,6.24,6.35,gouden,6.24,6.55
Au,6.35,6.52,gouden,6.24,6.55
d,6.52,6.55,gouden,6.24,6.55
f,6.55,6.68,vogel,6.55,7.05
o:,6.68,6.83,vogel,6.55,7.05
G,6.83,6.94,vogel,6.55,7.05
@,6.94,6.97,vogel,6.55,7.05
l,6.97,7.05,vogel,6.55,7.05
I,7.05,7.13,in,7.05,7.19
n,7.13,7.19,in,7.05,7.19
@,7.19,7.22,een,7.19,7.28
n,7.22,7.28,een,7.19,7.28
h,7.28,7.34,houten,7.28,7.56
Au,7.34,7.48,houten,7.28,7.56
t,7.48,7.53,houten,7.28,7.56
@,7.53,7.56,houten,7.28,7.56
k,7.56,7.66,kooi,7.56,7.83
o:,7.66,7.78,kooi,7.56,7.83
j,7.78,7.83,kooi,7.56,7.83
s,7.83,7.94,zat,7.83,8.23
A,7.94,8.12,zat,7.83,8.23
t,8.12,8.23,zat,7.83,8.23
E,8.23,8.72,en,8.23,8.76
n,8.72,8.76,en,8.23,8.76
d,8.76,8.79,de,8.76,8.82
@,8.79,8.82,de,8.76,8.82
x,8.82,8.93,gouden,8.82,9.16
Au,8.93,9.09,gouden,8.82,9.16
d,9.09,9.12,gouden,8.82,9.16
@,9.12,9.16,gouden,8.82,9.16
k,9.16,9.27,kooi,9.16,9.4
o:,9.27,9.37,kooi,9.16,9.4
j,9.37,9.4,kooi,9.16,9.4
s,9.4,9.5,stond,9.4,9.72
t,9.5,9.56,stond,9.4,9.72
O,9.56,9.63,stond,9.4,9.72
n,9.63,9.67,stond,9.4,9.72
t,9.67,9.72,stond,9.4,9.72
@,9.72,9.76,er,9.72,9.76
n,9.76,9.83,naast,9.76,10.34
a:,9.83,9.98,naast,9.76,10.34
s,9.98,10.2,naast,9.76,10.34
t,10.2,10.34,naast,9.76,10.34
d,10.71,10.78,de,10.71,10.81
@,10.78,10.81,de,10.71,10.81
d,10.81,10.84,drie,10.81,10.97
r,10.84,10.87,drie,10.81,10.97
i,10.87,10.97,drie,10.81,10.97
x,10.97,11.09,gouden,10.97,11.26
Au,11.09,11.23,gouden,10.97,11.26
d,11.23,11.26,gouden,10.97,11.26
A,11.26,11.41,appels,11.26,11.76
p,11.41,11.44,appels,11.26,11.76
E,11.44,11.47,appels,11.26,11.76
l,11.47,11.6,appels,11.26,11.76
s,11.6,11.76,appels,11.26,11.76
l,11.76,11.79,lagen,11.76,12.22
a:,11.79,12.13,lagen,11.76,12.22
x,12.13,12.19,lagen,11.76,12.22
@,12.19,12.22,lagen,11.76,12.22
v,12.22,12.26,verspreid,12.22,12.74
@,12.26,12.29,verspreid,12.22,12.74
s,12.29,12.38,verspreid,12.22,12.74
p,12.38,12.46,verspreid,12.22,12.74
r,12.46,12.53,verspreid,12.22,12.74
Ei,12.53,12.65,verspreid,12.22,12.74
t,12.65,12.74,verspreid,12.22,12.74
I,12.74,12.85,in,12.74,12.91
n,12.85,12.91,in,12.74,12.91
d,12.91,12.94,de,12.91,13.0
@,12.94,13.0,de,12.91,13.0
k,13.0,13.04,kamer,13.0,13.48
a:,13.04,13.08,kamer,13.0,13.48
m,13.08,13.11,kamer,13.0,13.48
@,13.11,13.14,kamer,13.0,13.48
r,13.14,13.48,kamer,13.0,13.48
m,14.51,14.57,Maar,14.51,14.64
a:,14.57,14.61,Maar,14.51,14.64
r,14.61,14.64,Maar,14.51,14.64
Ei,14.64,14.73,hij,14.64,14.73
d,14.73,14.82,dacht,14.73,15.13
A,14.82,14.91,dacht,14.73,15.13
x,14.91,15.04,dacht,14.73,15.13
t,15.04,15.13,dacht,14.73,15.13
E,15.13,15.24,het,15.13,15.29
t,15.24,15.29,het,15.13,15.29
w,15.29,15.34,was,15.29,15.5
A,15.34,15.42,was,15.29,15.5
s,15.42,15.5,was,15.29,15.5
t,15.5,15.54,toch,15.5,15.62
O,15.54,15.59,toch,15.5,15.62
G,15.59,15.62,toch,15.5,15.62
t,15.62,15.71,te,15.62,15.75
@,15.71,15.75,te,15.62,15.75
m,15.75,15.92,mal,15.75,16.21
A,15.92,16.0,mal,15.75,16.21
l,16.0,16.21,mal,15.75,16.21
O,16.21,16.28,om,16.21,16.34
m,16.28,16.34,om,16.21,16.34
d,16.34,16.37,dien,16.34,16.48
i,16.37,16.42,dien,16.34,16.48
n,16.42,16.48,dien,16.34,16.48
m,16.48,16.51,mooien,16.48,16.7
o:,16.51,16.6,mooien,16.48,16.7
j,16.6,16.67,mooien,16.48,16.7
@,16.67,16.7,mooien,16.48,16.7
v,16.7,16.83,vogel,16.7,17.21
o:,16.83,16.97,vogel,16.7,17.21
G,16.97,17.07,vogel,16.7,17.21
@,17.07,17.1,vogel,16.7,17.21
l,17.1,17.21,vogel,16.7,17.21
I,17.21,17.32,in,17.21,17.38
N,17.32,17.38,in,17.21,17.38
d,17.38,17.41,de,17.38,17.44
@,17.41,17.44,de,17.38,17.44
l,17.44,17.51,leelijke,17.44,17.79
e:,17.51,17.61,leelijke,17.44,17.79
l,17.61,17.65,leelijke,17.44,17.79
@,17.65,17.68,leelijke,17.44,17.79
k,17.68,17.75,leelijke,17.44,17.79
@,17.75,17.79,leelijke,17.44,17.79
k,17.79,17.91,kooi,17.79,18.07
o:,17.91,18.0,kooi,17.79,18.07
j,18.0,18.07,kooi,17.79,18.07
t,18.07,18.14,te,18.07,18.17
@,18.14,18.17,te,18.07,18.17
l,18.17,18.23,laten,18.17,18.57
a:,18.23,18.4,laten,18.17,18.57
t,18.4,18.48,laten,18.17,18.57
@,18.48,18.57,laten,18.17,18.57
E,19.08,19.16,en,19.08,19.21
n,19.16,19.21,en,19.08,19.21
Ei,19.21,19.29,hij,19.21,19.29
d,19.29,19.35,deed,19.29,19.55
e:,19.35,19.5,deed,19.29,19.55
t,19.5,19.55,deed,19.29,19.55
@,19.55,19.62,het,19.55,19.65
d,19.62,19.65,het,19.55,19.65
d,19.65,19.68,deurtje,19.65,19.94
2:,19.68,19.82,deurtje,19.65,19.94
r,19.82,19.85,deurtje,19.65,19.94
t,19.85,19.88,deurtje,19.65,19.94
j,19.88,19.94,deurtje,19.65,19.94
o:,19.94,20.23,open,19.94,20.5
p,20.23,20.3,open,19.94,20.5
@,20.3,20.5,open,19.94,20.5
p,20.61,20.67,pakte,20.61,20.94
A,20.67,20.8,pakte,20.61,20.94
k,20.8,20.85,pakte,20.61,20.94
t,20.85,20.9,pakte,20.61,20.94
@,20.9,20.94,pakte,20.61,20.94
d,20.94,20.97,den,20.94,21.0
E,20.97,21.0,den,20.94,21.0
v,21.0,21.09,vogel,21.0,21.55
o:,21.09,21.22,vogel,21.0,21.55
x,21.22,21.33,vogel,21.0,21.55
@,21.33,21.36,vogel,21.0,21.55
l,21.36,21.55,vogel,21.0,21.55
E,21.55,21.68,en,21.55,21.73
N,21.68,21.73,en,21.55,21.73
z,21.73,21.85,zette,21.73,22.03
E,21.85,21.91,zette,21.73,22.03
t,21.91,21.99,zette,21.73,22.03
@,21.99,22.03,zette,21.73,22.03
h,22.03,22.06,hem,22.03,22.19
E,22.06,22.1,hem,22.03,22.19
m,22.1,22.19,hem,22.03,22.19
I,22.19,22.22,in,22.19,22.25
n,22.22,22.25,in,22.19,22.25
d,22.25,22.28,de,22.25,22.31
@,22.28,22.31,de,22.25,22.31
x,22.31,22.44,gouden,22.31,22.69
Au,22.44,22.59,gouden,22.31,22.69
d,22.59,22.64,gouden,22.31,22.69
@,22.64,22.69,gouden,22.31,22.69
k,22.69,22.75,kooi,22.69,22.96
o:,22.75,22.89,kooi,22.69,22.96
j,22.89,22.96,kooi,22.69,22.96
m,23.7,23.78,Maar,23.7,24.0
a:,23.78,23.86,Maar,23.7,24.0
r,23.86,24.0,Maar,23.7,24.0
O,24.0,24.03,op,24.0,24.06
p,24.03,24.06,op,24.0,24.06
t,24.06,24.11,dat,24.06,24.34
A,24.11,24.31,dat,24.06,24.34
d,24.31,24.34,dat,24.06,24.34
o:,24.34,24.46,oogenblik,24.34,24.66
G,24.46,24.49,oogenblik,24.34,24.66
@,24.49,24.52,oogenblik,24.34,24.66
b,24.52,24.55,oogenblik,24.34,24.66
l,24.55,24.58,oogenblik,24.34,24.66
I,24.58,24.61,oogenblik,24.34,24.66
g,24.61,24.66,oogenblik,24.34,24.66
x,24.66,24.76,gaf,24.66,24.86
A,24.76,24.81,gaf,24.66,24.86
f,24.81,24.86,gaf,24.66,24.86
t,24.86,24.92,de,24.86,24.95
@,24.92,24.95,de,24.86,24.95
v,24.95,25.02,vogel,24.95,25.32
o:,25.02,25.18,vogel,24.95,25.32
G,25.18,25.26,vogel,24.95,25.32
@,25.26,25.29,vogel,24.95,25.32
l,25.29,25.32,vogel,24.95,25.32
@,25.32,25.35,een,25.32,25.44
N,25.35,25.44,een,25.32,25.44
d,25.44,25.48,doordringenden,25.44,26.04
O,25.48,25.51,doordringenden,25.44,26.04
