phonemes;phoneme_onset;phoneme_offset;words;word_onset;word_offset;cohort_entropy;cohort_surprisal;word_freq;word_entropy_GPT;word_number;entropy_class;word_freq_log
@;0.38;0.44;Het;0.38;0.51;4.483571099;5.103190997;24431.9717;9.220446;1;1;14.57648268
t;0.44;0.51;Het;0.38;0.51;0.004261526;4.887419422;24431.9717;9.220446;1;1;14.57648268
A;0.51;0.61;arme;0.51;0.82;4.483571099;5.342409176;89.0247;3.3893216;2;-1;6.476133764
r;0.61;0.72;arme;0.51;0.82;0.135766766;4.743833245;89.0247;3.3893216;2;-1;6.476133764
m;0.72;0.79;arme;0.51;0.82;0.009012474;1.502493475;89.0247;3.3893216;2;-1;6.476133764
@;0.79;0.82;arme;0.51;0.82;0.002900672;0.793533154;89.0247;3.3893216;2;-1;6.476133764
e:;0.82;0.97;eendje;0.82;1.23;4.483571099;5.298149722;1.212;9.803021;3;1;0.277389699
n;0.97;1.04;eendje;0.82;1.23;0.140538224;0.153338758;1.212;9.803021;3;1;0.277389699
t;1.04;1.11;eendje;0.82;1.23;0.020571778;8.580757508;1.212;9.803021;3;1;0.277389699
j;1.11;1.16;eendje;0.82;1.23;0.000861773;3.487225091;1.212;9.803021;3;1;0.277389699
@;1.16;1.23;eendje;0.82;1.23;0.000848611;3.462957234;1.212;9.803021;3;1;0.277389699
h;1.44;1.48;had;1.44;1.59;4.483571099;3.919556756;2106.2021;8.444073;4;1;11.04042816
A;1.48;1.55;had;1.44;1.59;0.242825887;3.378123927;2106.2021;8.444073;4;1;11.04042816
t;1.55;1.59;had;1.44;1.59;0.031831209;8.714598005;2106.2021;8.444073;4;1;11.04042816
@;1.59;1.66;het;1.59;1.72;4.483571099;5.103190997;24431.9717;9.741043;5;1;14.57648268
t;1.66;1.72;het;1.59;1.72;0.004261526;4.887419422;24431.9717;9.741043;5;1;14.57648268
A;1.72;1.78;al;1.72;1.83;4.483571099;5.342409176;2344.2569;7.480597;6;-1;11.19491496
l;1.78;1.83;al;1.72;1.83;0.135766766;0.87112638;2344.2569;7.480597;6;-1;11.19491496
h;1.83;1.98;heel;1.83;2.12;4.483571099;3.919556756;1038.7743;8.212331;7;-1;10.02066651
e:;1.98;2.04;heel;1.83;2.12;0.242825887;2.353075671;1038.7743;8.212331;7;-1;10.02066651
l;2.04;2.12;heel;1.83;2.12;0.05416244;2.950065707;1038.7743;8.212331;7;-1;10.02066651
s;2.12;2.28;slecht;2.12;2.56;4.483571099;5.246233842;267.806;8.820481;8;1;8.065044473
l;2.28;2.33;slecht;2.12;2.56;0.185596842;3.196687073;267.806;8.820481;8;1;8.065044473
E;2.33;2.39;slecht;2.12;2.56;0.02727791;2.334435501;267.806;8.820481;8;1;8.065044473
x;2.39;2.51;slecht;2.12;2.56;0.006209836;0.310807308;267.806;8.820481;8;1;8.065044473
t;2.51;2.56;slecht;2.12;2.56;0.00534105;0.13315066;267.806;8.820481;8;1;8.065044473
O;3.29;3.4;Op;3.29;3.46;4.483571099;5.174097309;8068.8009;8.416284;9;1;12.97813858
p;3.4;3.46;Op;3.29;3.46;0.12076764;2.859072618;8068.8009;8.416284;9;1;12.97813858
s;3.46;3.56;zekeren;3.46;3.83;4.483571099;5.246233842;0.2515;9.238855;10;1;-1.991369695
e:;3.56;3.66;zekeren;3.46;3.83;0.185596842;5.678555162;0.2515;9.238855;10;1;-1.991369695
k;3.66;3.71;zekeren;3.46;3.83;0.006471145;2.284986571;0.2515;9.238855;10;1;-1.991369695
@;3.71;3.74;zekeren;3.46;3.83;0.002084246;6.995374843;0.2515;9.238855;10;1;-1.991369695
r;3.74;3.78;zekeren;3.46;3.83;0.000798962;5.285402219;0.2515;9.238855;10;1;-1.991369695
@;3.78;3.83;zekeren;3.46;3.83;0.000798962;5.285402219;0.2515;9.238855;10;1;-1.991369695
a:;3.83;4.08;avond;3.83;4.28;4.483571099;6.962709982;180.6107;7.4970293;11;-1;7.496739555
f;4.08;4.15;avond;3.83;4.28;0.070521167;7.670106022;180.6107;7.4970293;11;-1;7.496739555
O;4.15;4.19;avond;3.83;4.28;0.001334535;6.220763317;180.6107;7.4970293;11;-1;7.496739555
n;4.19;4.23;avond;3.83;4.28;0.000798962;5.285402219;180.6107;7.4970293;11;-1;7.496739555
t;4.23;4.28;avond;3.83;4.28;0.000798962;5.285402219;180.6107;7.4970293;11;-1;7.496739555
j;4.55;4.69;juist;4.55;4.91;4.483571099;4.145022998;236.7742;8.289675;12;-1;7.887368077
ui;4.69;4.82;juist;4.55;4.91;0.101265576;4.968191906;236.7742;8.289675;12;-1;7.887368077
s;4.82;4.91;juist;4.55;4.91;0.004847133;0.181464537;236.7742;8.289675;12;-1;7.887368077
t;4.91;4.96;toen;4.91;5.1;4.483571099;5.057095733;1086.5453;9.655294;13;1;10.08553261
u;4.96;5.04;toen;4.91;5.1;0.143024519;2.424332728;1086.5453;9.655294;13;1;10.08553261
n;5.04;5.1;toen;4.91;5.1;0.024742974;0.925164695;1086.5453;9.655294;13;1;10.08553261
@;5.1;5.13;de;5.1;5.13;4.483571099;5.103190997;24266.8883;10.126272;14;1;14.56670151
z;5.13;5.25;zon;5.13;5.42;4.483571099;4.235657498;68.6723;8.246867;15;-1;6.101656379
O;5.25;5.35;zon;5.13;5.42;0.287255793;4.516091271;68.6723;8.246867;15;-1;6.101656379
n;5.35;5.42;zon;5.13;5.42;0.017107871;1.151420062;68.6723;8.246867;15;-1;6.101656379
I;5.42;5.45;in;5.42;5.49;4.483571099;3.740564601;8822.6412;9.118146;16;1;13.1069949
m;5.45;5.49;in;5.42;5.49;0.078129622;6.188607403;8822.6412;9.118146;16;1;13.1069949
h;5.49;5.53;haar;5.49;5.64;4.483571099;3.919556756;2975.8683;7.6918254;17;-1;11.53909496
a:;5.53;5.57;haar;5.49;5.64;0.242825887;2.899356108;2975.8683;7.6918254;17;-1;11.53909496
r;5.57;5.64;haar;5.49;5.64;0.037299027;0.360667791;2975.8683;7.6918254;17;-1;11.53909496
p;5.72;5.75;pracht;5.72;6.02;4.483571099;6.156827779;3.2701;7.4896364;18;-1;1.709334754
r;5.75;5.81;pracht;5.72;6.02;0.106627015;1.608733176;3.2701;7.4896364;18;-1;1.709334754
A;5.81;5.85;pracht;5.72;6.02;0.038935726;3.736945915;3.2701;7.4896364;18;-1;1.709334754
x;5.85;5.97;pracht;5.72;6.02;0.004142866;0.379594009;3.2701;7.4896364;18;-1;1.709334754
t;5.97;6.02;pracht;5.72;6.02;0.003629634;0.220762999;3.2701;7.4896364;18;-1;1.709334754
O;6.02;6.15;onderging;6.02;6.53;4.483571099;5.174097309;1.4864;8.9132;19;1;0.571822407
n;6.15;6.19;onderging;6.02;6.53;0.12076764;1.420286742;1.4864;8.9132;19;1;0.571822407
d;6.19;6.22;onderging;6.02;6.53;0.055202475;1.963986068;1.4864;8.9132;19;1;0.571822407
@;6.22;6.25;onderging;6.02;6.53;0.015802952;0.27820309;1.4864;8.9132;19;1;0.571822407
G;6.25;6.37;onderging;6.02;6.53;0.012642534;10.26308125;1.4864;8.9132;19;1;0.571822407
I;6.37;6.41;onderging;6.02;6.53;0.000798962;5.285402219;1.4864;8.9132;19;1;0.571822407
N;6.41;6.53;onderging;6.02;6.53;0.000798962;5.285402219;1.4864;8.9132;19;1;0.571822407
k;6.94;6.98;kwam;6.94;7.11;4.483571099;4.803206421;478.8538;8.901171;20;1;8.90344144
w;6.98;7.01;kwam;6.94;7.11;0.181988476;4.028426642;478.8538;8.901171;20;1;8.90344144
A;7.01;7.07;kwam;6.94;7.11;0.014450638;1.087939991;478.8538;8.901171;20;1;8.90344144
m;7.07;7.11;kwam;6.94;7.11;0.007334446;0.303315864;478.8538;8.901171;20;1;8.90344144
@;7.11;7.14;er;7.11;7.19;4.483571099;5.103190997;8170.4945;8.338988;21;-1;12.99620768
r;7.14;7.19;er;7.11;7.19;0.004261526;8.284647381;8170.4945;8.338988;21;-1;12.99620768
@;7.19;7.23;een;7.19;7.26;4.483571099;5.103190997;17972.179;8.944762;22;1;14.13347772
N;7.23;7.26;een;7.19;7.26;0.004261526;8.284647381;17972.179;8.944762;22;1;14.13347772
h;7.26;7.39;heele;7.26;7.6;4.483571099;3.919556756;1.03E-06;8.802807;23;1;9.5269
e:;7.39;7.5;heele;7.26;7.6;0.242825887;2.353075671;1.03E-06;8.802807;23;1;9.5269
l;7.5;7.54;heele;7.26;7.6;0.05416244;2.950065707;1.03E-06;8.802807;23;1;9.5269
@;7.54;7.6;heele;7.26;7.6;0.009225613;0.298000163;1.03E-06;8.802807;23;1;9.5269
t;7.71;7.74;troep;7.71;7.95;4.483571099;5.057095733;40.4762;7.298168;24;-1;5.339001948
r;7.74;7.78;troep;7.71;7.95;0.143024519;3.56084516;40.4762;7.298168;24;-1;5.339001948
u;7.78;7.86;troep;7.71;7.95;0.017155804;4.922540648;40.4762;7.298168;24;-1;5.339001948
p;7.86;7.95;troep;7.71;7.95;0.001494372;5.002009314;40.4762;7.298168;24;-1;5.339001948
x;7.95;8.14;groote;7.95;8.44;4.483571099;4.34040029;1.03E-06;8.358884;25;-1;9.5269
r;8.14;8.17;groote;7.95;8.44;0.25552616;4.140754347;1.03E-06;8.358884;25;-1;9.5269
o:;8.17;8.32;groote;7.95;8.44;0.024751358;3.452515359;1.03E-06;8.358884;25;-1;9.5269
t;8.32;8.4;groote;7.95;8.44;0.0032289;0.385722497;1.03E-06;8.358884;25;-1;9.5269
@;8.4;8.44;groote;7.95;8.44;0.003302029;1.201739975;1.03E-06;8.358884;25;-1;9.5269
v;8.44;8.54;vogels;8.44;8.82;4.483571099;4.264979962;24.3314;7.7670608;26;-1;4.604747429
o:;8.54;8.65;vogels;8.44;8.82;0.266645248;1.94655116;24.3314;7.7670608;26;-1;4.604747429
G;8.65;8.72;vogels;8.44;8.82;0.061399033;6.682174169;24.3314;7.7670608;26;-1;4.604747429
@;8.72;8.75;vogels;8.44;8.82;0.00196503;0.665388407;24.3314;7.7670608;26;-1;4.604747429
l;8.75;8.78;vogels;8.44;8.82;0.001850866;0.586221041;24.3314;7.7670608;26;-1;4.604747429
z;8.78;8.82;vogels;8.44;8.82;0.001496576;5.641026603;24.3314;7.7670608;26;-1;4.604747429
ui;8.82;8.89;uit;8.82;8.92;4.483571099;7.814684254;2777.3521;8.356979;27;-1;11.43949437
d;8.89;8.92;uit;8.82;8.92;0.036176148;5.398348205;2777.3521;8.356979;27;-1;11.43949437
@;8.92;9.01;het;8.92;9.05499;4.483571099;5.103190997;24431.9717;8.892255;28;1;14.57648268
t;9.01;9.05499;het;8.92;9.05499;0.004261526;4.887419422;24431.9717;8.892255;28;1;14.57648268
b;9.05499;9.09998;bosch;9.05499;9.36;4.483571099;4.642635154;0.4574;8.718763;29;1;-1.128471729
O;9.09998;9.19;bosch;9.05499;9.36;0.194634275;5.50320576;0.4574;8.718763;29;1;-1.128471729
