phonemes;phoneme_onset;phoneme_offset;words;word_onset;word_offset;cohort_entropy;cohort_surprisal;word_freq;word_entropy_GPT;word_number;entropy_class;word_freq_log
a;10.88;10.91;allaient;10.88;11.04;4.40913978;3.794193288;16.55;5.958812;33;1;4.048759312
l;10.91;10.97;allaient;10.88;11.04;0.229004095;2.822961062;16.55;5.958812;33;1;4.048759312
E;10.97;11.04;allaient;10.88;11.04;0.040794884;3.098422546;16.55;5.958812;33;1;4.048759312
d;11.04;11.1;dans;11.04;11.21;4.40913978;3.516593851;4658.59;3.832068;34;-1;12.18567765
a~;11.1;11.21;dans;11.04;11.21;0.316459001;7.062559624;4658.59;3.832068;34;-1;12.18567765
l;11.21;11.26;le;11.21;11.26;4.40913978;3.75526016;16953.5;5.667982;35;1;14.04929552
p;11.26;11.37;parc;11.26;11.65;4.40913978;3.530081653;31.02;5.7298317;36;1;4.955126781
a;11.37;11.42;parc;11.26;11.65;0.311131064;3.304444954;31.02;5.7298317;36;1;4.955126781
R;11.42;11.52;parc;11.26;11.65;0.03957027;0.513748812;31.02;5.7298317;36;1;4.955126781
k;11.52;11.59;parc;11.26;11.65;0.033654526;7.108436879;31.02;5.7298317;36;1;4.955126781
@;11.59;11.65;parc;11.26;11.65;0.001143741;5.795455272;31.02;5.7298317;36;1;4.955126781
d;11.65;11.68;du;11.65;11.78;4.40913978;3.516593851;4394.7;4.3684216;37;-1;12.10154897
y;11.68;11.78;du;11.65;11.78;0.316459001;7.978437985;4394.7;4.3684216;37;-1;12.10154897
S;11.78;11.94;château;11.78;12.22;4.40913978;6.628288652;40.51;4.39416;38;-1;5.34020618
a;11.94;12.03;château;11.78;12.22;0.065709543;3.103105305;40.51;4.39416;38;-1;5.34020618
t;12.03;12.13;château;11.78;12.22;0.009993948;4.489621296;40.51;4.39416;38;-1;5.34020618
o;12.13;12.22;château;11.78;12.22;0.001290843;3.023142861;40.51;4.39416;38;-1;5.34020618
p;12.22;12.32;pour;12.22;12.44;4.40913978;3.530081653;7106.24;6.5162582;39;1;12.7948707
u;12.32;12.38;pour;12.22;12.44;0.311131064;1.659107205;7106.24;6.5162582;39;1;12.7948707
R;12.38;12.44;pour;12.22;12.44;0.08905575;0.146099827;7106.24;6.5162582;39;1;12.7948707
p;12.44;12.53;pleurer;12.44;12.84;4.40913978;3.530081653;61.6;4.276745;40;-1;5.944858446
l;12.53;12.65;pleurer;12.44;12.84;0.311131064;4.48144123;61.6;4.276745;40;-1;5.944858446
2;12.65;12.69;pleurer;12.44;12.84;0.021980307;4.609712417;61.6;4.276745;40;-1;5.944858446
R;12.69;12.8;pleurer;12.44;12.84;0.001620977;1.509934317;61.6;4.276745;40;-1;5.944858446
e;12.8;12.84;pleurer;12.44;12.84;0.001335283;5.655954332;61.6;4.276745;40;-1;5.944858446
i;12.84;13.08;ils;12.84;13.24;4.40913978;5.083806629;3075.07;6.6129775;41;1;11.58640354
l;13.08;13.12;ils;12.84;13.24;0.046376744;5.52935303;3075.07;6.6129775;41;1;11.58640354
z;13.12;13.24;ils;12.84;13.24;0.001607093;6.445594291;3075.07;6.6129775;41;1;11.58640354
j;13.24;13.27;y;13.24;13.27;4.40913978;11.48705936;4377.98;3.7045956;42;-1;12.09604965
R;13.27;13.31;rencontrèrent;13.27;13.81;4.40913978;5.400144139;0.83;6.0929365;43;1;-0.268816758
a~;13.31;13.43;rencontrèrent;13.27;13.81;0.095372902;2.803010467;0.83;6.0929365;43;1;-0.268816758
k;13.43;13.46;rencontrèrent;13.27;13.81;0.012996376;2.29358505;0.83;6.0929365;43;1;-0.268816758
o~;13.46;13.57;rencontrèrent;13.27;13.81;0.003429213;0.341442454;0.83;6.0929365;43;1;-0.268816758
t;13.57;13.6;rencontrèrent;13.27;13.81;0.003238253;0.272668803;0.83;6.0929365;43;1;-0.268816758
R;13.6;13.68;rencontrèrent;13.27;13.81;0.003238253;0.272668803;0.83;6.0929365;43;1;-0.268816758
E;13.68;13.71;rencontrèrent;13.27;13.81;0.002979097;5.165413416;0.83;6.0929365;43;1;-0.268816758
R;13.71;13.81;rencontrèrent;13.27;13.81;0.000849831;4.407256154;0.83;6.0929365;43;1;-0.268816758
e~;13.81;13.9;un;13.81;13.9;4.40913978;7.361143335;12685.55;7.755405;44;1;13.63089845
v;13.9;13.96;vieillard;13.9;14.35;4.40913978;4.287664674;7.62;5.6424212;45;1;2.929790998
i;13.96;14.13;vieillard;13.9;14.35;0.427622993;4.895406209;7.62;5.6424212;45;1;2.929790998
E;14.13;14.16;vieillard;13.9;14.35;0.028855762;3.922237633;7.62;5.6424212;45;1;2.929790998
j;14.16;14.24;vieillard;13.9;14.35;0.003080343;0.937678438;7.62;5.6424212;45;1;2.929790998
a;14.24;14.29;vieillard;13.9;14.35;0.001409513;2.976371711;7.62;5.6424212;45;1;2.929790998
R;14.29;14.35;vieillard;13.9;14.35;0.000978565;2.343376514;7.62;5.6424212;45;1;2.929790998
k;14.35;14.46;qui;14.35;14.49;4.40913978;4.296214188;5516.52;5.96034;46;1;12.42954274
i;14.46;14.49;qui;14.35;14.49;0.385222146;1.539033052;5516.52;5.96034;46;1;12.42954274
l;14.49;14.53;leur;14.49;14.67;4.40913978;3.75526016;283.81;3.3938339;47;-1;8.148781613
9;14.53;14.6;leur;14.49;14.67;0.225805434;4.59546542;283.81;3.3938339;47;-1;8.148781613
R;14.6;14.67;leur;14.49;14.67;0.013994445;0.041991257;283.81;3.3938339;47;-1;8.148781613
d;14.67;14.72;demanda;14.67;15.06;4.40913978;3.516593851;3.9;5.289447;48;-1;1.963474124
@;14.72;14.77;demanda;14.67;15.06;0.316459001;0.605428293;3.9;5.289447;48;-1;1.963474124
m;14.77;14.82;demanda;14.67;15.06;0.044517849;2.500624575;3.9;5.289447;48;-1;1.963474124
a~;14.82;14.93;demanda;14.67;15.06;0.009726064;1.838175361;3.9;5.289447;48;-1;1.963474124
d;14.93;14.97;demanda;14.67;15.06;0.003594491;0.236470881;3.9;5.289447;48;-1;1.963474124
a;14.97;15.06;demanda;14.67;15.06;0.002394545;4.727809346;3.9;5.289447;48;-1;1.963474124
l;15.06;15.11;la;15.06;15.19;4.40913978;3.75526016;16028.08;4.027906;49;-1;13.968314
a;15.11;15.19;la;15.06;15.19;0.225805434;1.769352061;16028.08;4.027906;49;-1;13.968314
k;15.19;15.34;cause;15.19;15.47;4.40913978;4.296214188;230.61;1.0708507;50;-1;7.849311264
o;15.34;15.42;cause;15.19;15.47;0.385222146;4.404857439;230.61;1.0708507;50;-1;7.849311264
z;15.42;15.47;cause;15.19;15.47;0.02949299;6.576917792;230.61;1.0708507;50;-1;7.849311264
d;15.47;15.54;d’;15.47;15.54;4.40913978;3.516593851;7224.81;8.022793;51;1;12.81874393
y;15.54;15.61;une;15.54;15.7;4.40913978;6.506829788;8133.53;8.704579;52;1;12.98966591
n;15.61;15.7;une;15.54;15.7;0.008059297;1.826414231;8133.53;8.704579;52;1;12.98966591
p;15.7;15.77;pareille;15.7;16.04;4.40913978;3.530081653;24.01;8.735427;53;1;4.585563498
a;15.77;15.86;pareille;15.7;16.04;0.311131064;3.304444954;24.01;8.735427;53;1;4.585563498
R;15.86;15.9;pareille;15.7;16.04;0.03957027;0.513748812;24.01;8.735427;53;1;4.585563498
E;15.9;15.94;pareille;15.7;16.04;0.033654526;4.84445861;24.01;8.735427;53;1;4.585563498
j;15.94;16.04;pareille;15.7;16.04;0.001855039;0.807250282;24.01;8.735427;53;1;4.585563498
t;16.04;16.17;tristesse;16.04;16.9;4.40913978;3.997456219;12.91;4.293977;54;-1;3.690417096
R;16.17;16.24;tristesse;16.04;16.9;0.180107962;1.002245635;12.91;4.293977;54;-1;3.690417096
i;16.24;16.29;tristesse;16.04;16.9;0.090210578;6.269711598;12.91;4.293977;54;-1;3.690417096
s;16.29;16.43;tristesse;16.04;16.9;0.003078063;2.758714114;12.91;4.293977;54;-1;3.690417096
t;16.43;16.48;tristesse;16.04;16.9;0.001239596;1.333775428;12.91;4.293977;54;-1;3.690417096
E;16.48;16.6;tristesse;16.04;16.9;0.000890608;4.383880586;12.91;4.293977;54;-1;3.690417096
s;16.6;16.9;tristesse;16.04;16.9;0.000852341;4.313068118;12.91;4.293977;54;-1;3.690417096
i;17.6;17.69;Ils;17.6;17.69;4.40913978;5.083806629;3075.07;7.531532;55;1;11.58640354
l;17.69;17.72;lui;17.69;17.78;4.40913978;3.75526016;2314.15;6.0031595;56;1;11.17626667
H;17.72;17.75;lui;17.69;17.78;0.225805434;11.69421166;2314.15;6.0031595;56;1;11.17626667
i;17.75;17.78;lui;17.69;17.78;0.000979573;2.335751934;2314.15;6.0031595;56;1;11.17626667
R;17.78;17.84;racontèrent;17.78;18.27;4.40913978;5.400144139;0.03;5.2668405;57;-1;-5.058893689
a;17.84;17.92;racontèrent;17.78;18.27;0.095372902;3.265370116;0.03;5.2668405;57;-1;-5.058893689
k;17.92;17.95;racontèrent;17.78;18.27;0.01366339;2.471568028;0.03;5.2668405;57;-1;-5.058893689
o~;17.95;18.06;racontèrent;17.78;18.27;0.003158423;0.450758075;0.03;5.2668405;57;-1;-5.058893689
t;18.06;18.11;racontèrent;17.78;18.27;0.002899565;0.433911774;0.03;5.2668405;57;-1;-5.058893689
E;18.11;18.2;racontèrent;17.78;18.27;0.001360175;2.212000474;0.03;5.2668405;57;-1;-5.058893689
R;18.2;18.27;racontèrent;17.78;18.27;0.000834006;5.206421696;0.03;5.2668405;57;-1;-5.058893689
k;18.27;18.35;que;18.27;18.4;4.40913978;4.296214188;4100.9;6.184309;58;1;12.00172485
@;18.35;18.4;que;18.27;18.4;0.385222146;3.570709624;4100.9;6.184309;58;1;12.00172485
l;18.4;18.44;leur;18.4;18.57;4.40913978;3.75526016;283.81;6.4597387;59;1;8.148781613
9;18.44;18.5;leur;18.4;18.57;0.225805434;4.59546542;283.81;6.4597387;59;1;8.148781613
R;18.5;18.57;leur;18.4;18.57;0.013994445;0.041991257;283.81;6.4597387;59;1;8.148781613
p;18.57;18.67;père;18.57;18.83;4.40913978;3.530081653;879.31;4.374757;60;-1;9.780228066
E;18.67;18.76;père;18.57;18.83;0.311131064;4.618915032;879.31;4.374757;60;-1;9.780228066
R;18.76;18.83;père;18.57;18.83;0.018482107;0.530819272;879.31;4.374757;60;-1;9.780228066
e;18.83;18.88;était;18.83;19;4.40913978;4.815820454;2707.56;6.1582603;61;1;11.40277759
t;18.88;18.96;était;18.83;19;0.111947176;0.264481323;2707.56;6.1582603;61;1;11.40277759
E;18.96;19;était;18.83;19;0.088753609;0.101342875;2707.56;6.1582603;61;1;11.40277759
f;19;19.14;fort;19;19.26;4.40913978;5.119777021;211.22;7.243937;62;1;7.722602637
O;19.14;19.21;fort;19;19.26;0.144351072;5.091873431;211.22;7.243937;62;1;7.722602637
R;19.21;19.26;fort;19;19.26;0.006022631;0.154564215;211.22;7.243937;62;1;7.722602637
m;19.26;19.34;malade;19.26;19.77;4.40913978;4.216572461;173.17;2.517049;63;-1;7.436045209
a;19.34;19.43;malade;19.26;19.77;0.209376202;3.509233286;173.17;2.517049;63;-1;7.436045209
l;19.43;19.48;malade;19.26;19.77;0.025324652;2.756273581;173.17;2.517049;63;-1;7.436045209
a;19.48;19.61;malade;19.26;19.77;0.005171052;1.828245893;173.17;2.517049;63;-1;7.436045209
d;19.61;19.77;malade;19.26;19.77;0.002138272;0.574215584;173.17;2.517049;63;-1;7.436045209
e;20.04;20.21;et;20.04;20.21;4.40913978;4.815820454;12909.08;4.269816;64;-1;13.65609857
k;20.21;20.27;qu’il;20.21;20.41;4.40913978;4.296214188;1.11E-06;5.343175;65;-1;9.0073
y;20.27;20.3;qu’il;20.21;20.41;0.385222146;8.334905209;1.11E-06;5.343175;65;-1;9.0073
i;20.3;20.38;qu’il;20.21;20.41;0.003013154;7.474273788;1.11E-06;5.343175;65;-1;9.0073
j;20.38;20.41;qu’il;20.21;20.41;0.000833396;5.247927513;1.11E-06;5.343175;65;-1;9.0073
a;20.41;20.51;allait;20.41;20.72;4.40913978;3.794193288;132.04;5.57967;66;1;7.044831233
l;20.51;20.56;allait;20.41;20.72;0.229004095;2.822961062;132.04;5.57967;66;1;7.044831233
E;20.56;20.72;allait;20.41;20.72;0.040794884;3.098422546;132.04;5.57967;66;1;7.044831233
a;20.72;20.76;à;20.72;20.76;4.40913978;3.794193288;12190.4;5.45799;67;1;13.57345785
k;20.76;20.8;coup;20.76;20.87;4.40913978;4.296214188;389.49;0.85063416;68;-1;8.605442478
u;20.8;20.87;coup;20.76;20.87;0.385222146;5.85677478;389.49;0.85063416;68;-1;8.605442478
s;20.87;21.01;sûr;20.87;21.15;4.40913978;3.649530069;801.64;4.8545375;69;-1;9.646810687
y;21.01;21.1;sûr;20.87;21.15;0.279602377;4.621087551;801.64;4.8545375;69;-1;9.646810687
R;21.1;21.15;sûr;20.87;21.15;0.016267838;0.915763922;801.64;4.8545375;69;-1;9.646810687
m;21.15;21.28;mourir;21.15;21.62;4.40913978;4.216572461;234.74;4.408343;70;-1;7.87491989
u;21.28;21.38;mourir;21.15;21.62;0.209376202;5.556219612;234.74;4.408343;70;-1;7.87491989
R;21.38;21.47;mourir;21.15;21.62;0.007048182;0.646504963;234.74;4.408343;70;-1;7.87491989
i;21.47;21.56;mourir;21.15;21.62;0.005154146;0.542856594;234.74;4.408343;70;-1;7.87491989
R;21.56;21.62;mourir;21.15;21.62;0.00393992;0.215082562;234.74;4.408343;70;-1;7.87491989
k;21.62;21.74;car;21.62;21.91;4.40913978;4.296214188;251.4;3.7372103;71;-1;7.97384084
a;21.74;21.86;car;21.62;21.91;0.385222146;5.036386063;251.4;3.7372103;71;-1;7.97384084
R;21.86;21.91;car;21.62;21.91;0.021941932;2.581627989;251.4;3.7372103;71;-1;7.97384084
i;21.91;22.07;il;21.91;22.07;4.40913978;5.083806629;13223.34;4.91463;72;-1;13.690799
j;22.07;22.16;n’y;22.07;22.16;4.40913978;11.48705936;1.11E-06;7.1381717;73;1;9.0073
a;22.16;22.19;avait;22.16;22.31;4.40913978;3.794193288;992.35;3.6459458;74;-1;9.954705236
v;22.19;22.26;avait;22.16;22.31;0.229004095;1.66065416;992.35;3.6459458;74;-1;9.954705236
E;22.26;22.31;avait;22.16;22.31;0.067890681;0.228340635;992.35;3.6459458;74;-1;9.954705236
p;22.31;22.41;plus;22.31;22.52;4.40913978;3.530081653;4088.93;3.806748;75;-1;11.99750765
l;22.41;22.44;plus;22.31;22.52;0.311131064;4.48144123;4088.93;3.806748;75;-1;11.99750765
y;22.44;22.52;plus;22.31;22.52;0.021980307;2.397074847;4088.93;3.806748;75;-1;11.99750765
d;22.52;22.57;de;22.52;22.57;4.40913978;3.516593851;25220.96;7.916466;76;1;14.62233557
R;22.57;22.67;remède;22.57;23.05;4.40913978;5.400144139;14.09;3.496867;77;-1;3.816599707
@;22.67;22.74;remède;22.57;23.05;0.095372902;1.461369202;14.09;3.496867;77;-1;3.816599707
m;22.74;22.84;remède;22.57;23.05;0.042617362;3.83845373;14.09;3.496867;77;-1;3.816599707
E;22.84;22.98;remède;22.57;23.05;0.004322534;0.860877005;14.09;3.496867;77;-1;3.816599707
d;22.98;23.05;remède;22.57;23.05;0.002368285;4.746059795;14.09;3.496867;77;-1;3.816599707
m;23.66;23.7;Mais;23.66;23.76;4.40913978;4.216572461;5180.5;6.549379;78;1;12.33887563
E;23.7;23.76;Mais;23.66;23.76;0.209376202;3.474762896;5180.5;6.549379;78;1;12.33887563
l;23.76;23.81;le;23.76;23.86;4.40913978;3.75526016;16953.5;8.546932;79;1;14.04929552
@;23.81;23.86;le;23.76;23.86;0.225805434;0.827806902;16953.5;8.546932;79;1;14.04929552
v;23.86;23.9;vieillard;23.86;24.42;4.40913978;4.287664674;7.62;6.818202;80;1;2.929790998
i;23.9;24.06;vieillard;23.86;24.42;0.427622993;4.895406209;7.62;6.818202;80;1;2.929790998
E;24.06;24.09;vieillard;23.86;24.42;0.028855762;3.922237633;7.62;6.818202;80;1;2.929790998
j;24.09;24.19;vieillard;23.86;24.42;0.003080343;0.937678438;7.62;6.818202;80;1;2.929790998
a;24.19;24.22;vieillard;23.86;24.42;0.001409513;2.976371711;7.62;6.818202;80;1;2.929790998
R;24.22;24.3;vieillard;23.86;24.42;0.000978565;2.343376514;7.62;6.818202;80;1;2.929790998
@;24.3;24.42;vieillard;23.86;24.42;0.00083663;5.253989266;7.62;6.818202;80;1;2.929790998
d;24.48;24.57;dit;24.48;24.75;4.40913978;3.516593851;2162.97;3.8121333;81;-1;11.07879794
i;24.57;24.75;dit;24.48;24.75;0.316459001;4.23229526;2162.97;3.8121333;81;-1;11.07879794
Z;24.75;24.78;J’en;24.75;24.78;4.40913978;4.696626827;1.11E-06;10.18;82;1;9.0073
k;25.04;25.12;connais;25.04;25.54;4.40913978;4.296214188;415.88;5.0018964;83;-1;8.700023496
o;25.12;25.22;connais;25.04;25.54;0.385222146;4.404857439;415.88;5.0018964;83;-1;8.700023496
n;25.22;25.31;connais;25.04;25.54;0.02949299;1.13513704;415.88;5.0018964;83;-1;8.700023496
E;25.31;25.4;connais;25.04;25.54;0.013887732;0.743012202;415.88;5.0018964;83;-1;8.700023496
t;25.4;25.54;connais;25.04;25.54;0.004059346;8.130158673;415.88;5.0018964;83;-1;8.700023496
