phonemes;phoneme_onset;phoneme_offset;words;word_onset;word_offset;cohort_entropy;cohort_surprisal;word_freq
@;1.8;1.89;Het;1.8;1.94;4.483571098705469;5.103190997215755;5.312395807632838
t;1.89;1.94;Het;1.8;1.94;0.004261526174980849;4.88741942161911;5.312395807632838
w;1.94;1.97;werd;1.94;2.09;4.483571098705469;3.789347436196789;10.871869123591098
E;1.97;2.04;werd;1.94;2.09;0.2729723680853396;2.9148072850855096;10.871869123591098
t;2.04;2.09;werd;1.94;2.09;0.04905596002456664;5.177137873951264;10.871869123591098
A;2.09;2.23;alles;2.09;2.37;4.483571098705469;5.342409176396769;9.150435728559527
l;2.23;2.26;alles;2.09;2.37;0.13576676623360817;0.871126380468701;9.150435728559527
@;2.26;2.29;alles;2.09;2.37;0.063603582386276;1.3190663338533148;9.150435728559527
s;2.29;2.37;alles;2.09;2.37;0.026352212906517927;0.6175377394553903;9.150435728559527
f;2.37;2.45;volbracht;2.37;2.94;4.483571098705469;7.950002850545294;17.31151008357778
O;2.45;2.5;volbracht;2.37;2.94;0.040921709230776177;4.399094048985083;17.31151008357778
l;2.5;2.55;volbracht;2.37;2.94;0.003099715567216402;3.9906907842711554;17.31151008357778
b;2.55;2.59;volbracht;2.37;2.94;0.0009785502223594842;5.616522378811935;17.31151008357778
r;2.59;2.63;volbracht;2.37;2.94;0.0007989615837472102;5.285402218862248;17.31151008357778
A;2.63;2.72;volbracht;2.37;2.94;0.0007989615837472102;5.285402218862248;17.31151008357778
x;2.72;2.86;volbracht;2.37;2.94;0.0007989615837472102;5.285402218862248;17.31151008357778
t;2.86;2.94;volbracht;2.37;2.94;0.0007989615837472102;5.285402218862248;17.31151008357778
E;3.24;3.33;en;3.24;3.37;4.483571098705469;4.8694102932972045;6.1170286533150895
n;3.33;3.37;en;3.24;3.37;0.0806198884083859;6.706842395189012;6.1170286533150895
@;3.37;3.4;de;3.37;3.4;4.483571098705469;5.103190997215755;5.322176977655901
k;3.4;3.51;koningszoon;3.4;4.09;4.483571098705469;4.803206420928256;22.53183327036378
