phonemes;phoneme_onset;phoneme_offset;words;word_onset;word_offset;cohort_entropy;cohort_surprisal;word_freq
x;0.62;0.85;Goddank;0.62;1.27;4.483571098705468;4.3404002903993355;16.35072525526906
O;0.85;0.91;Goddank;0.62;1.27;0.2555261598127255;6.587424242976118;16.35072525526906
d;0.91;1.02;Goddank;0.62;1.27;0.0058788149497399685;3.514136442828238;16.35072525526906
A;1.02;1.14;Goddank;0.62;1.27;0.0013699007163370882;2.418143953083868;16.35072525526906
N;1.14;1.21;Goddank;0.62;1.27;0.0010095965563178889;2.0352141573462523;16.35072525526906
k;1.21;1.27;Goddank;0.62;1.27;0.0009894182343864791;2.0042616726843545;16.35072525526906
s;1.66;1.72;zei;1.66;1.78;4.483571098705468;5.246233841626965;9.56279791441851
Ei;1.72;1.78;zei;1.66;1.78;0.1855968423441443;8.244089242502916;9.56279791441851
@;1.78;1.83;het;1.78;1.92;4.483571098705468;5.103190997215755;5.312395807632838
t;1.83;1.92;het;1.78;1.92;0.004261526174980849;4.88741942161911;5.312395807632838
e:;1.92;2.04;eendje;1.92;2.22;4.483571098705468;5.298149721581541;19.61148878451972
n;2.04;2.1;eendje;1.92;2.22;0.14053822446362368;0.15333875791188967;19.61148878451972
t;2.1;2.17;eendje;1.92;2.22;0.020571777507800152;8.580757507999822;19.61148878451972
j;2.17;2.22;eendje;1.92;2.22;0.0008617726318870196;3.4872250912442793;19.61148878451972
m;2.22;2.27;met;2.22;2.35;4.483571098705468;3.9508115597336806;7.154985838417888
E;2.27;2.3;met;2.22;2.35;0.27982055932309974;4.243152203484571;7.154985838417888
d;2.3;2.35;met;2.22;2.35;0.020417473035961732;9.134180324564403;7.154985838417888
@;2.35;2.45;een;2.35;2.45;4.483571098705468;5.103190997215755;5.755400767726006
z;2.45;2.54;zucht;2.45;2.69;4.483571098705468;4.235657497565433;18.506543240798937
u;2.54;2.61;zucht;2.45;2.69;0.28725579252042854;4.1544827935773005;18.506543240798937
x;2.61;2.69;zucht;2.45;2.69;0.021403814448521685;8.726230876314142;18.506543240798937
I;3.51;3.61;ik;3.51;3.65499;4.483571098705468;3.740564601064271;4.605390962231866
g;3.61;3.65499;ik;3.51;3.65499;0.07812962151126772;13.1529916257863;4.605390962231866
b;3.65499;3.69998;ben;3.65499;3.82;4.483571098705468;4.642635153594779;7.47658585007097
E;3.69998;3.82;ben;3.65499;3.82;0.19463427520225482;4.3800387379747745;7.47658585007097
z;3.82;3.89;zoo;3.82;4.05;4.483571098705468;4.235657497565433;19.0356013694342
